Id	Description	Name	Title	NpcType	Level	AttackDisType	SkillstrategyIndex	CombatAttrIndex	AttackIntervalTime	ForceId	PathRadius	AlertRadius	IsRanbdMove	RandMoveDis	CorpseTime	ReviveTime	ReviveRate	ReviveTimeBegin_01	ReviveTimeEnd_01	ReviveTimeBegin_02	ReviveTimeEnd_02	DialogID	DialogRadius	DropItemNormalId	FirstDropItemNormalId	DropItemCopyId	IsAttackFly	BelongType	IsImmuneJT	CombatNPC	MissionNpcFlag	Exp	ExpFactor	EnhanceID1	EnhanceID2	EnhanceID3	EnhanceID4	EnhanceID5	EnhanceID6	SilverCoinMin	SilverCoinMax	SilverCoinFactor	GoldCoinRate	GoldCoinDrop	GoldCoinFactor	NpcPaoPaoId	IsCanBeClientSel	IsNoALevelReduc	IsNoPernoctation	IsDisableFaceto	IsCanCatch	CatchFellowId	HuntCollectId	IsCleanLeaveCombat	BornAnimId	BornAnimTime	ScriptID	FinalAttackDrop	ImpactId_01	ImpactId_02	IsDiscareServerLevel	IsLogDropInfo
1532	神武天极塔-小怪	苗族战士		0	100	0	1	-1	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1533	神武天极塔-小怪	恶乞丐		0	100	0	1	-1	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1534	神武天极塔-小怪	鱼人		0	100	0	1	-1	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1535	神武天极塔-小怪	鱼人		0	100	0	1	-1	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1536	神武天极塔-小怪	山贼		0	100	0	1	-1	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1537	神武天极塔-小怪	水贼		0	100	0	1	-1	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1538	神武天极塔-小怪	卫兵		0	100	0	1	-1	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1539	神武天极塔-小怪	卫兵		0	100	0	1	-1	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1540	神武天极塔-小怪	妖僧		0	100	0	1	-1	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1541	神武天极塔-小怪	野猴		0	100	0	1	-1	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1542	神武天极塔-小怪	野猴		0	100	0	1	-1	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1543	神武天极塔-小怪	野猪		0	100	0	1	-1	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1544	神武天极塔-小怪	怨灵		0	100	0	1	-1	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1545	神武天极塔-BOSS	林惊羽	<惧魅惑技能>	2	100	0	114	-1	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876002	-1	0	0
1546	神武天极塔-BOSS	玉阳子	<惧晕眩技能>	2	100	0	115	-1	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876000	-1	0	0
1547	神武天极塔-BOSS	田不易	<惧昏睡技能>	2	100	0	116	-1	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876001	-1	0	0
1548	神武天极塔-BOSS	上官策	<注意战斗状态>	2	100	0	117	-1	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1549	神武天极塔-BOSS	吸血老妖	<免疫控制技能>	2	100	1	118	-1	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876004	-1	0	0
1550	神武天极塔-BOSS	百毒子	<惧霜寒雪舞>	2	100	0	119	-1	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876003	-1	0	0
1551	神武天极塔-BOSS	金瓶儿	<免疫控制技能>	2	100	1	120	-1	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876004	-1	0	0
1552	神武天极塔-BOSS	朱雀	<惧昏睡技能>	2	100	0	121	-1	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876001	-1	0	0
1553	神武天极塔-BOSS	黑虎凶灵	<惧魅惑技能>	2	100	0	122	-1	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876002	-1	0	0
1554	神武天极塔-BOSS	燕虹	<惧晕眩技能>	2	100	1	123	-1	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876000	-1	0	0
1555	烛龙之怒-采集点	烛龙精魂		1	150	0	-1	130	1200	1	0	0	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	1	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1556	玄火坛-相位-玄火坛守卫	玄火坛守卫		0	74	1	2	3074	2000	3	20	3	1	2	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	1	-1	0	-1	-1	-1	-1	0	0
1557	玄火坛-相位BOSS-李洵	李洵		2	82	0	98	3382	2000	3	100	12	0	0	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1558	玄火坛-相位BOSS-上官策	上官策		2	87	0	98	3386	2000	3	100	12	0	0	3000	2000	1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1559	万毒门隐藏-相位小怪-狂暴毒蛇	狂暴毒蛇		0	110	0	1	3110	1200	3	100	12	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1560	万毒门隐藏-相位小怪-狂暴妖瞳	狂暴妖瞳		0	110	0	1	3110	1200	3	100	12	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1561	万毒门隐藏-相位精英-假秦无炎	假秦无炎		1	115	0	93	3415	1200	3	100	12	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1562	万毒门隐藏-相位BOSS-神秘人	神秘人		2	120	0	86	3420	1200	3	100	12	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1563	死亡沼泽-炼血堂隐藏-神秘机关	神秘机关		0	99	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	334	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1564	死亡沼泽-炼血堂隐藏-黑心残魂	黑心残魂		0	99	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	335	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1565	炼血堂隐藏-相位boss-巡山弟子	巡山弟子	<炼血堂弟子>	2	90	0	1	3090	2000	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1566	炼血堂隐藏-相位boss-禁制守卫	禁制守卫		2	93	1	9	3393	1200	3	100	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1567	河阳城-黑市商人	乌漆嘛黑	<黑市商人>	0	99	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	336	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1568	河阳城-陶丹青	陶丹青	<寻师觅徒任务>	0	99	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	337	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1569	帮战-青龙-蓝色	青龙战旗	<占领后每3秒获得3分>	1	150	0	-1	168	1200	1	20	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	1	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1570	帮战-玄武-蓝色	玄武战旗	<占领后每3秒获得3分>	1	150	0	-1	168	1200	1	20	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	1	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1571	帮战-白虎-蓝色	白虎战旗	<占领后每3秒获得3分>	1	150	0	-1	168	1200	1	20	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	1	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1572	帮战-朱雀-蓝色	朱雀战旗	<占领后每3秒获得3分>	1	150	0	-1	168	1200	1	20	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	1	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1573	帮战-青龙-红色	青龙战旗	<占领后每3秒获得3分>	1	150	0	-1	168	1200	1	20	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	1	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1574	帮战-玄武-红色	玄武战旗	<占领后每3秒获得3分>	1	150	0	-1	168	1200	1	20	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	1	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1575	帮战-白虎-红色	白虎战旗	<占领后每3秒获得3分>	1	150	0	-1	168	1200	1	20	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	1	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1576	帮战-朱雀-红色	朱雀战旗	<占领后每3秒获得3分>	1	150	0	-1	168	1200	1	20	5	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	1	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1577	帮战-炎黄-蓝色	炎黄战旗	<占领后每3秒获得9分>	1	150	0	-1	169	1200	1	0	0	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	1	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1578	帮战-炎黄-红色	炎黄战旗	<占领后每3秒获得9分>	1	150	0	-1	169	1200	1	0	0	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	1	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1579	神武天极塔-召唤怪	噬血蝙蝠		0	100	0	1	-1	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	3	0	1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1580	河阳城-陶翰墨	陶翰墨	<尊师爱徒任务>	0	99	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	338	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1581	河阳城-陶弈	陶弈	<师徒玩法>	0	99	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	339	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1582	河阳城-节日环-郝热闹	郝热闹	<节日环使者>	0	99	0	-1	5	1200	1	0	0	0	0	3000	2000	1	-1	-1	-1	-1	340	2	-1	-1	-1	1	3	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	0	0	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	0
1583	魔神降临（简单）-BOSS-魔化碧瑶	魔化碧瑶	<对自身周围造成伤害并定身>	2	70	1	127	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131141	-1	-1	1	1	1	1	0	14608	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
1584	魔神降临（简单）-BOSS-魔化陆雪琪	魔化陆雪琪	<擅长群体伤害>	2	70	1	128	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131141	-1	-1	1	1	1	1	0	14608	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
1585	魔神降临（简单）-BOSS-魔化田灵儿	魔化田灵儿	<对自身周围玩家释放流血伤害>	2	70	1	129	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131141	-1	-1	1	1	1	1	0	14608	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
1586	魔神降临（简单）-BOSS-魔化林惊羽	魔化林惊羽	<对面前玩家造成大量伤害>	2	70	0	130	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131141	-1	-1	1	1	1	1	0	14608	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
1587	魔神降临（简单）-BOSS-魔化道玄	魔化道玄	<诛仙剑阵，注意躲避>	2	70	0	131	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131141	-1	-1	1	1	1	1	0	14608	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
1588	魔神降临（简单）-BOSS-魔化普智	魔化普智	<擅长无量真言>	2	70	0	132	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131141	-1	-1	1	1	1	1	0	14608	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
1589	魔神降临（简单）-BOSS-魔化鬼王	魔化鬼王	<我是一个聚灵咒鬼王，你懂得>	2	70	0	133	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131141	-1	-1	1	1	1	1	0	14608	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
1590	魔神降临（简单）-BOSS-魔化文敏	魔化文敏	<我擅长大范围回复生命，昏睡可打断>	2	70	1	134	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131141	-1	-1	1	1	1	1	0	14608	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876503	-1	0	1
1591	魔神降临（简单）-BOSS-魔化齐昊	魔化齐昊	<放大玩家受到的伤害>	2	70	0	135	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131141	-1	-1	1	1	1	1	0	14608	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
1592	魔神降临（简单）-BOSS-魔化鬼厉	魔化鬼厉	<吸食目标玩家的气血值并回复自身气血值>	2	70	0	136	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131141	-1	-1	1	1	1	1	0	14608	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
1593	魔神降临（简单）-BOSS-魔化毒神	魔化毒神	<喷射毒气降低玩家攻击力>	2	70	0	137	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131141	-1	-1	1	1	1	1	0	14608	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
1594	魔神降临（简单）-BOSS-魔化秦无炎	魔化秦无炎	<标记玩家，使其周围玩家受到伤害>	2	70	0	138	811	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131141	-1	-1	1	1	1	1	0	14608	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
1595	魔神降临（简单）-BOSS-魔化青云弟子	魔化青云弟子		0	70	0	1	810	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	2722	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1
1596	魔神降临（简单）-BOSS-魔化合欢弟子	魔化合欢弟子		0	70	0	1	810	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	2722	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1
1597	魔神降临（简单）-BOSS-魔化鬼王弟子	魔化鬼王弟子		0	70	0	1	810	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	2722	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1
1598	魔神降临（简单）-BOSS-魔化天音弟子	魔化天音弟子		0	70	0	1	810	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	-1	-1	-1	1	1	1	1	0	2722	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	-1	-1	0	1
1599	魔神降临（普通）-BOSS-魔化碧瑶	魔化碧瑶	<对自身周围造成伤害并定身>	2	95	1	127	821	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131191	-1	-1	1	1	1	1	0	25004	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
1600	魔神降临（普通）-BOSS-魔化陆雪琪	魔化陆雪琪	<擅长群体伤害>	2	95	1	128	821	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131191	-1	-1	1	1	1	1	0	25004	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
1601	魔神降临（普通）-BOSS-魔化田灵儿	魔化田灵儿	<对自身周围玩家释放流血伤害>	2	95	1	129	821	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131191	-1	-1	1	1	1	1	0	25004	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
1602	魔神降临（普通）-BOSS-魔化林惊羽	魔化林惊羽	<对面前玩家造成大量伤害>	2	95	0	130	821	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131191	-1	-1	1	1	1	1	0	25004	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
1603	魔神降临（普通）-BOSS-魔化道玄	魔化道玄	<诛仙剑阵，注意躲避>	2	95	0	131	821	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131191	-1	-1	1	1	1	1	0	25004	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
1604	魔神降临（普通）-BOSS-魔化普智	魔化普智	<擅长无量真言>	2	95	0	132	821	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131191	-1	-1	1	1	1	1	0	25004	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
1605	魔神降临（普通）-BOSS-魔化鬼王	魔化鬼王	<我是一个聚灵咒鬼王，你懂得>	2	95	0	133	821	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131191	-1	-1	1	1	1	1	0	25004	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876502	-1	0	1
1606	魔神降临（普通）-BOSS-魔化文敏	魔化文敏	<我擅长大范围回复生命，昏睡可打断>	2	95	1	134	821	1200	3	100	20	0	0	3000	2000	0	-1	-1	-1	-1	-1	2	131191	-1	-1	1	1	1	1	0	25004	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	-1	1	6	1	0	0	-1	-1	0	-1	0	-1	-1	876503	-1	0	1
